lot_id,api,variable,sensor,window_status,start,end,expected_hours,observed_support_hours,coverage_percent,largest_missing_interval_hours,gap_limit_seconds,spatial_relevance_grade,timezone_status
DS01_01,Caffeine,radiation,DosTel1,provisional screening envelope,2018-07-02,2019-01-14,4704.0,4545.4719444444445,96.62993079176115,127.43305555555555,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_14,Promethazine,radiation,DosTel2,provisional screening envelope,2019-04-19,2019-08-27,3120.0,3113.178611111111,99.78136574074074,0.8819444444444444,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_14,Promethazine,radiation,DosTel2,provisional screening envelope,2019-04-19,2019-08-27,3120.0,3120.0,100.0,0.0,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_15,Caffeine,radiation,DosTel1,provisional screening envelope,2019-07-27,2020-01-07,3936.0,941.6619444444444,23.92433801942186,2992.956388888889,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_15,Caffeine,radiation,DosTel1,provisional screening envelope,2019-07-27,2020-01-07,3936.0,943.0436111111111,23.959441339205057,2992.956388888889,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_15,Caffeine,radiation,DosTel2,provisional screening envelope,2019-07-27,2020-01-07,3936.0,3589.5594444444446,91.19815661698283,336.0152777777778,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_15,Caffeine,radiation,DosTel2,provisional screening envelope,2019-07-27,2020-01-07,3936.0,3598.4058333333332,91.42291243224932,336.0152777777778,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_16,Diazepam,radiation,DosTel1,provisional screening envelope,2019-07-27,2020-01-07,3936.0,941.6619444444444,23.92433801942186,2992.956388888889,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_16,Diazepam,radiation,DosTel1,provisional screening envelope,2019-07-27,2020-01-07,3936.0,943.0436111111111,23.959441339205057,2992.956388888889,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_16,Diazepam,radiation,DosTel2,provisional screening envelope,2019-07-27,2020-01-07,3936.0,3589.5594444444446,91.19815661698283,336.0152777777778,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_16,Diazepam,radiation,DosTel2,provisional screening envelope,2019-07-27,2020-01-07,3936.0,3598.4058333333332,91.42291243224932,336.0152777777778,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_17,Diphenhydramine,radiation,DosTel1,provisional screening envelope,2019-07-27,2020-04-07,6120.0,941.6619444444444,15.386633079157589,5176.956388888889,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_17,Diphenhydramine,radiation,DosTel1,provisional screening envelope,2019-07-27,2020-04-07,6120.0,943.0436111111111,15.4092093318809,5176.956388888889,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_17,Diphenhydramine,radiation,DosTel2,provisional screening envelope,2019-07-27,2020-04-07,6120.0,5767.462222222222,94.23957879448076,336.0152777777778,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_17,Diphenhydramine,radiation,DosTel2,provisional screening envelope,2019-07-27,2020-04-07,6120.0,5782.405833333333,94.4837554466231,336.0152777777778,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_18,Diphenhydramine,radiation,DosTel1,provisional screening envelope,2019-07-27,2020-04-07,6120.0,941.6619444444444,15.386633079157589,5176.956388888889,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_18,Diphenhydramine,radiation,DosTel1,provisional screening envelope,2019-07-27,2020-04-07,6120.0,943.0436111111111,15.4092093318809,5176.956388888889,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_18,Diphenhydramine,radiation,DosTel2,provisional screening envelope,2019-07-27,2020-04-07,6120.0,5767.462222222222,94.23957879448076,336.0152777777778,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_18,Diphenhydramine,radiation,DosTel2,provisional screening envelope,2019-07-27,2020-04-07,6120.0,5782.405833333333,94.4837554466231,336.0152777777778,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_19,Ketamine,radiation,DosTel1,provisional screening envelope,2019-07-27,2020-04-07,6120.0,941.6619444444444,15.386633079157589,5176.956388888889,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_19,Ketamine,radiation,DosTel1,provisional screening envelope,2019-07-27,2020-04-07,6120.0,943.0436111111111,15.4092093318809,5176.956388888889,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_19,Ketamine,radiation,DosTel2,provisional screening envelope,2019-07-27,2020-04-07,6120.0,5767.462222222222,94.23957879448076,336.0152777777778,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_19,Ketamine,radiation,DosTel2,provisional screening envelope,2019-07-27,2020-04-07,6120.0,5782.405833333333,94.4837554466231,336.0152777777778,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_20,Lidocaine,radiation,DosTel1,provisional screening envelope,2019-07-27,2020-04-07,6120.0,941.6619444444444,15.386633079157589,5176.956388888889,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_20,Lidocaine,radiation,DosTel1,provisional screening envelope,2019-07-27,2020-04-07,6120.0,943.0436111111111,15.4092093318809,5176.956388888889,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_20,Lidocaine,radiation,DosTel2,provisional screening envelope,2019-07-27,2020-04-07,6120.0,5767.462222222222,94.23957879448076,336.0152777777778,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_20,Lidocaine,radiation,DosTel2,provisional screening envelope,2019-07-27,2020-04-07,6120.0,5782.405833333333,94.4837554466231,336.0152777777778,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_21,Naloxone,radiation,DosTel1,provisional screening envelope,2019-07-27,2020-04-07,6120.0,941.6619444444444,15.386633079157589,5176.956388888889,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_21,Naloxone,radiation,DosTel1,provisional screening envelope,2019-07-27,2020-04-07,6120.0,943.0436111111111,15.4092093318809,5176.956388888889,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_21,Naloxone,radiation,DosTel2,provisional screening envelope,2019-07-27,2020-04-07,6120.0,5767.462222222222,94.23957879448076,336.0152777777778,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_21,Naloxone,radiation,DosTel2,provisional screening envelope,2019-07-27,2020-04-07,6120.0,5782.405833333333,94.4837554466231,336.0152777777778,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_22,Promethazine,radiation,DosTel1,provisional screening envelope,2019-07-27,2020-04-07,6120.0,941.6619444444444,15.386633079157589,5176.956388888889,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_22,Promethazine,radiation,DosTel1,provisional screening envelope,2019-07-27,2020-04-07,6120.0,943.0436111111111,15.4092093318809,5176.956388888889,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_22,Promethazine,radiation,DosTel2,provisional screening envelope,2019-07-27,2020-04-07,6120.0,5767.462222222222,94.23957879448076,336.0152777777778,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_22,Promethazine,radiation,DosTel2,provisional screening envelope,2019-07-27,2020-04-07,6120.0,5782.405833333333,94.4837554466231,336.0152777777778,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_23,Promethazine,radiation,DosTel1,provisional screening envelope,2019-07-27,2020-04-07,6120.0,941.6619444444444,15.386633079157589,5176.956388888889,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_23,Promethazine,radiation,DosTel1,provisional screening envelope,2019-07-27,2020-04-07,6120.0,943.0436111111111,15.4092093318809,5176.956388888889,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_23,Promethazine,radiation,DosTel2,provisional screening envelope,2019-07-27,2020-04-07,6120.0,5767.462222222222,94.23957879448076,336.0152777777778,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_23,Promethazine,radiation,DosTel2,provisional screening envelope,2019-07-27,2020-04-07,6120.0,5782.405833333333,94.4837554466231,336.0152777777778,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_24,Caffeine,radiation,DosTel1,provisional screening envelope,2020-03-09,2021-01-14,7464.0,0.0,0.0,7464.0,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_24,Caffeine,radiation,DosTel1,provisional screening envelope,2020-03-09,2021-01-14,7464.0,0.0,0.0,7464.0,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_24,Caffeine,radiation,DosTel2,provisional screening envelope,2020-03-09,2021-01-14,7464.0,6725.948611111111,90.11185170298917,727.3747222222222,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_24,Caffeine,radiation,DosTel2,provisional screening envelope,2020-03-09,2021-01-14,7464.0,6736.625277777778,90.25489386090271,727.3747222222222,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_25,Diazepam,radiation,DosTel1,provisional screening envelope,2020-03-09,2022-11-04,23280.0,9677.361388888889,41.5694217735777,8626.326111111111,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_25,Diazepam,radiation,DosTel1,provisional screening envelope,2020-03-09,2022-11-04,23280.0,9696.457222222221,41.651448549064526,8626.326111111111,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_25,Diazepam,radiation,DosTel2,provisional screening envelope,2020-03-09,2022-11-04,23280.0,17277.0675,74.21420747422681,3558.8175,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_25,Diazepam,radiation,DosTel2,provisional screening envelope,2020-03-09,2022-11-04,23280.0,17308.506388888887,74.3492542478045,3558.8175,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_26,Diphenhydramine,radiation,DosTel1,provisional screening envelope,2020-03-09,2021-07-10,11712.0,3060.18,26.12858606557377,8626.326111111111,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_26,Diphenhydramine,radiation,DosTel1,provisional screening envelope,2020-03-09,2021-07-10,11712.0,3065.3683333333333,26.17288535974499,8626.326111111111,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_26,Diphenhydramine,radiation,DosTel2,provisional screening envelope,2020-03-09,2021-07-10,11712.0,10965.235555555555,93.62393746205221,727.3747222222222,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_26,Diphenhydramine,radiation,DosTel2,provisional screening envelope,2020-03-09,2021-07-10,11712.0,10984.625277777777,93.7894917843048,727.3747222222222,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_27,Diphenhydramine,radiation,DosTel1,provisional screening envelope,2020-03-09,2021-07-10,11712.0,3060.18,26.12858606557377,8626.326111111111,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_27,Diphenhydramine,radiation,DosTel1,provisional screening envelope,2020-03-09,2021-07-10,11712.0,3065.3683333333333,26.17288535974499,8626.326111111111,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_27,Diphenhydramine,radiation,DosTel2,provisional screening envelope,2020-03-09,2021-07-10,11712.0,10965.235555555555,93.62393746205221,727.3747222222222,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_27,Diphenhydramine,radiation,DosTel2,provisional screening envelope,2020-03-09,2021-07-10,11712.0,10984.625277777777,93.7894917843048,727.3747222222222,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_28,Ketamine,radiation,DosTel1,provisional screening envelope,2020-03-09,2021-07-10,11712.0,3060.18,26.12858606557377,8626.326111111111,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_28,Ketamine,radiation,DosTel1,provisional screening envelope,2020-03-09,2021-07-10,11712.0,3065.3683333333333,26.17288535974499,8626.326111111111,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_28,Ketamine,radiation,DosTel2,provisional screening envelope,2020-03-09,2021-07-10,11712.0,10965.235555555555,93.62393746205221,727.3747222222222,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_28,Ketamine,radiation,DosTel2,provisional screening envelope,2020-03-09,2021-07-10,11712.0,10984.625277777777,93.7894917843048,727.3747222222222,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_29,Lidocaine,radiation,DosTel1,provisional screening envelope,2020-03-09,2021-07-10,11712.0,3060.18,26.12858606557377,8626.326111111111,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_29,Lidocaine,radiation,DosTel1,provisional screening envelope,2020-03-09,2021-07-10,11712.0,3065.3683333333333,26.17288535974499,8626.326111111111,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_29,Lidocaine,radiation,DosTel2,provisional screening envelope,2020-03-09,2021-07-10,11712.0,10965.235555555555,93.62393746205221,727.3747222222222,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_29,Lidocaine,radiation,DosTel2,provisional screening envelope,2020-03-09,2021-07-10,11712.0,10984.625277777777,93.7894917843048,727.3747222222222,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_30,Naloxone,radiation,DosTel1,provisional screening envelope,2020-03-09,2021-10-01,13704.0,5048.251944444444,36.837798777323734,8626.326111111111,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_30,Naloxone,radiation,DosTel1,provisional screening envelope,2020-03-09,2021-10-01,13704.0,5057.368333333333,36.904322338976456,8626.326111111111,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_30,Naloxone,radiation,DosTel2,provisional screening envelope,2020-03-09,2021-10-01,13704.0,12953.682222222222,94.52482649023806,727.3747222222222,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_30,Naloxone,radiation,DosTel2,provisional screening envelope,2020-03-09,2021-10-01,13704.0,12976.625277777777,94.69224516767204,727.3747222222222,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_31,Promethazine,radiation,DosTel1,provisional screening envelope,2020-03-09,2021-07-10,11712.0,3060.18,26.12858606557377,8626.326111111111,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_31,Promethazine,radiation,DosTel1,provisional screening envelope,2020-03-09,2021-07-10,11712.0,3065.3683333333333,26.17288535974499,8626.326111111111,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_31,Promethazine,radiation,DosTel2,provisional screening envelope,2020-03-09,2021-07-10,11712.0,10965.235555555555,93.62393746205221,727.3747222222222,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_31,Promethazine,radiation,DosTel2,provisional screening envelope,2020-03-09,2021-07-10,11712.0,10984.625277777777,93.7894917843048,727.3747222222222,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_32,Promethazine,radiation,DosTel1,provisional screening envelope,2020-03-09,2021-01-14,7464.0,0.0,0.0,7464.0,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_32,Promethazine,radiation,DosTel1,provisional screening envelope,2020-03-09,2021-01-14,7464.0,0.0,0.0,7464.0,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_32,Promethazine,radiation,DosTel2,provisional screening envelope,2020-03-09,2021-01-14,7464.0,6725.948611111111,90.11185170298917,727.3747222222222,300,D,naive source timestamps interpreted as UTC for audit; confirm with provider
DS01_32,Promethazine,radiation,DosTel2,provisional screening envelope,2020-03-09,2021-01-14,7464.0,6736.625277777778,90.25489386090271,727.3747222222222,3600,D,naive source timestamps interpreted as UTC for audit; confirm with provider
